rank,youtuber,subscribers,video_views,category,title,uploads,country,abbreviation,channel_type,video_views_rank,country_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,gross_tertiary_education_enrollment,population,unemployment_rate,urban_population,created_at
261,DJ Snake,24100000,8425505919.0,Music,DJ Snake,252,United States,US,Music,602.0,77.0,63293000.0,15800.0,253200.0,189900.0,3000000.0,415331.3835695547,88.2,328239523.0,14.7,270663028.0,2008-09-24
421,DLS News,19400000,2255542592.0,News & Politics,DLS News,4750,India,IN,News,4178.0,74.0,32111000.0,8000.0,128400.0,96300.0,1500000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2017-07-05
619,DM - Desi Melodies,15700000,5914071870.0,Music,DM - Desi Melodies,79,India,IN,Music,1071.0,97.0,141842000.0,35500.0,567400.0,425500.0,6800000.0,300000.0,94.3,1366417754.0,5.36,471031528.0,2017-07-08
334,DUDU e CAROL,21600000,9597894786.0,Autos & Vehicles,DUDU e CAROL,2942,Brazil,BR,Entertainment,481.0,15.0,193174000.0,48300.0,772700.0,579500.0,9300000.0,300000.0,88.2,212559417.0,12.08,183241641.0,2013-03-02
418,DaFuq!?Boom!,19600000,7906181776.0,Film & Animation,DaFuq!?Boom!,214,United States,US,Entertainment,656.0,112.0,2304000000.0,576000.0,9200000.0,6900000.0,110600000.0,6700000.0,88.2,328239523.0,14.7,270663028.0,2016-06-06
91,Daddy Yankee,38000000,22731415608.0,Music,Daddy Yankee,505,United States,US,Music,92.0,27.0,205594000.0,51400.0,822400.0,616800.0,9900000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2011-05-16
663,Daftar Populer,15100000,2143140898.0,Education,Daftar Populer,3810,Indonesia,ID,Entertainment,4520.0,24.0,17231000.0,4300.0,68900.0,51700.0,827100.0,100000.0,28.1,270203917.0,4.69,151509724.0,2017-01-16
597,Daily Dose Of Internet,16100000,6872702790.0,Entertainment,Daily Dose Of Internet,671,United States,US,Entertainment,851.0,140.0,399807000.0,100000.0,1600000.0,1200000.0,19200000.0,300000.0,88.2,328239523.0,14.7,270663028.0,2015-07-15
243,Dan Rhodes,24800000,17387583720.0,Entertainment,Dan Rhodes,1644,United Kingdom,GB,Entertainment,157.0,9.0,331889000.0,83000.0,1300000.0,995700.0,15900000.0,500000.0,88.2,66834405.0,3.85,55908316.0,2015-10-30
456,Dan-Sa / Daniel Saboya,18500000,2908120896.0,Music,Dan-Sa / Daniel Saboya,1329,Brazil,BR,Music,45213.0,24.0,6148000000.0,0.0,0.0,0.0,0.0,100000.0,88.2,212559417.0,12.08,183241641.0,2007-09-22
198,DanTDM,27400000,19417887510.0,Gaming,DanTDM,3664,United Kingdom,GB,Games,132.0,7.0,78668000.0,19700.0,314700.0,236000.0,3800000.0,500000.0,88.2,66834405.0,3.85,55908316.0,2012-07-14
782,DangMattSmith,14200000,3317805543.0,Entertainment,DangMattSmith,1724,United States,US,Entertainment,2485.0,159.0,12902000.0,3200.0,51600.0,38700.0,619300.0,222400.69538169014,88.2,328239523.0,14.7,270663028.0,2011-08-18
348,Dangal TV Channel,21300000,12895427184.0,Entertainment,Dangal TV Channel,20225,India,IN,Entertainment,291.0,67.0,561020000.0,140300.0,2200000.0,1700000.0,26900000.0,700000.0,94.3,1366417754.0,5.36,471031528.0,2017-08-02
542,Danny Fitt,16900000,9544277833.0,People & Blogs,Danny Fitt,2337,United States,US,Entertainment,488.0,134.0,275264000.0,68800.0,1100000.0,825800.0,13200000.0,700000.0,88.2,328239523.0,14.7,270663028.0,2016-12-31
805,Darkar Company Studios,13900000,2244318380.0,Film & Animation,Darkar Company Studios,183,United States,US,Comedy,4234.0,161.0,4598000.0,1100.0,18400.0,13800.0,220700.0,215259.557371456,88.2,328239523.0,14.7,270663028.0,2009-02-15
648,Dave and Ava - Nursery Rhymes and Baby Songs,15300000,10714145606.0,Education,Dave and Ava - Nursery Rhymes and Baby Songs,851,United States,US,Education,390.0,148.0,77053000.0,19300.0,308200.0,231200.0,3700000.0,252943.15778046253,88.2,328239523.0,14.7,270663028.0,2014-12-04
485,David Dobrik,17900000,7176572299.0,People & Blogs,David Dobrik,536,United States,US,People,801.0,125.0,8650000.0,2200.0,34600.0,26000.0,415200.0,100000.0,88.2,328239523.0,14.7,270663028.0,2014-12-19
224,David Guetta,25700000,17793809548.0,Music,David Guetta,749,United States,US,Music,153.0,67.0,164215000.0,41100.0,656900.0,492600.0,7900000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2009-12-11
901,Davie504,13000000,2683297849.0,Entertainment,Davie504,838,Italy,IT,Entertainment,3340.0,2.0,29870000.0,7500.0,119500.0,89600.0,1400000.0,100000.0,60.0,60297396.0,9.89,42651966.0,2011-05-18
510,DeGoBooM,17600000,6306204566.0,Gaming,DeGoBooM,4702,Chile,CL,Games,973.0,3.0,100215000.0,25100.0,400900.0,300600.0,4800000.0,500000.0,88.2,18952038.0,7.09,16610135.0,2014-02-01
614,Dear Sir,15800000,1349288771.0,Education,Dear Sir,633,India,IN,Education,8066.0,95.0,24056000.0,6000.0,96200.0,72200.0,1200000.0,200000.0,94.3,1366417754.0,5.36,471031528.0,2016-12-13
370,Deddy Corbuzier,20600000,4956090094.0,Entertainment,deddycorbuzier,15,Indonesia,ID,Entertainment,3539124.0,4044.0,85.0,0.02,0.34,0.26,4.0,1.0,28.1,270203917.0,4.69,151509724.0,2007-07-23
489,Demi Lovato,17900000,6888074944.0,Music,Demi Lovato,314,United States,US,Music,858.0,125.0,29182000.0,7300.0,116700.0,87500.0,1400000.0,299290.4058476661,88.2,328239523.0,14.7,270663028.0,2008-01-30
262,Diana and Roma ARA,24100000,11041261296.0,Music,Diana and Roma ARA,590,United States,US,Entertainment,379.0,76.0,66884000.0,16700.0,267500.0,200700.0,3200000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2019-02-01
269,Diana and Roma EN,23900000,7213499085.0,People & Blogs,Diana and Roma EN,511,United States,US,Entertainment,787.0,79.0,177769000.0,44400.0,711100.0,533300.0,8500000.0,300000.0,88.2,328239523.0,14.7,270663028.0,2011-12-22
156,Diana and Roma ESP,30700000,12355992466.0,Music,Diana and Roma ESP,578,United States,US,Entertainment,313.0,45.0,102998000.0,25700.0,412000.0,309000.0,4900000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2016-11-27
935,Diana and Roma IND,12700000,5567832210.0,Music,Diana and Roma IND,534,United States,US,Entertainment,1173.0,173.0,46602000.0,11700.0,186400.0,139800.0,2200000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2019-11-07
600,Disney Junior,16100000,15812009296.0,Entertainment,Disney Junior,4045,United States,US,Entertainment,196.0,140.0,267131000.0,66800.0,1100000.0,801400.0,12800000.0,300000.0,88.2,328239523.0,14.7,270663028.0,2008-04-22
983,DisneyChannelUK,12400000,12607488647.0,Music,DisneyChannelUK,4422,United Kingdom,GB,Entertainment,306.0,34.0,34758000.0,8700.0,139000.0,104300.0,1700000.0,197923.93290435255,88.2,66834405.0,3.85,55908316.0,2007-12-06
134,DisneyMusicVEVO,32700000,28516250629.0,Music,DisneyMusicVEVO,2068,United States,US,Music,50.0,40.0,329861000.0,82500.0,1300000.0,989600.0,15800000.0,300000.0,88.2,328239523.0,14.7,270663028.0,2010-05-20
726,Doc Tops,14600000,2613197447.0,Entertainment,Doc Tops,490,Ecuador,EC,Entertainment,3458.0,1.0,16409000.0,4100.0,65600.0,49200.0,787600.0,100000.0,63.2,17373662.0,3.97,11116711.0,2014-12-29
608,DopeLyrics,15900000,9962188084.0,Music,DopeLyrics,2035,United States,US,Music,444.0,142.0,9915000.0,2500.0,39700.0,29700.0,475900.0,263812.416151432,88.2,328239523.0,14.7,270663028.0,2016-06-09
357,Dr. Vivek Bindra: Motivational Speaker,20900000,1693149479.0,Education,Dr. Vivek Bindra: Motivational Speaker,896,India,IN,Education,6082.0,69.0,28588000.0,7100.0,114400.0,85800.0,1400000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2013-12-06
147,Dream,31700000,2930015381.0,Gaming,Dream,116,United States,US,Games,2986.0,41.0,27022000.0,6800.0,108100.0,81100.0,1300000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2014-02-08
297,DrossRotzank,23000000,6041264489.0,Entertainment,DrossRotzank,1598,Argentina,AR,Entertainment,1040.0,5.0,35539000.0,8900.0,142200.0,106600.0,1700000.0,100000.0,28.1,44938712.0,9.79,41339571.0,2006-03-09
328,Dua Lipa,21800000,11288359365.0,Music,Dua Lipa,164,United Kingdom,GB,Music,368.0,14.0,128047000.0,32000.0,512200.0,384100.0,6100000.0,100000.0,88.2,66834405.0,3.85,55908316.0,2011-02-05
29,Dude Perfect,59500000,16241549158.0,Sports,Dude Perfect,389,United States,US,Sports,182.0,9.0,141200000.0,35300.0,564800.0,423600.0,6800000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2009-03-17
925,Duo Tiempo De Sol,12800000,6662288136.0,Music,Duo Tiempo De Sol,323,Spain,ES,Education,896.0,17.0,53988000.0,13500.0,216000.0,162000.0,2600000.0,100000.0,28.1,47076781.0,13.96,37927409.0,2013-03-26
202,Dushyant kukreja,27100000,17318452893.0,Entertainment,Dushyant kukreja,889,India,IN,Entertainment,159.0,49.0,429692000.0,107400.0,1700000.0,1300000.0,20600000.0,700000.0,94.3,1366417754.0,5.36,471031528.0,2015-09-26
592,Dyland PROS,16100000,1517638132.0,Entertainment,Dyland PROS,2805,Indonesia,ID,Games,6986.0,21.0,9619000.0,2400.0,38500.0,28900.0,461700.0,256820.01355642668,28.1,270203917.0,4.69,151509724.0,2015-01-28
776,E-MasterSensei,14200000,3920559552.0,Gaming,E-MasterSensei,1300,Mexico,MX,Games,1971.0,28.0,44575000.0,11100.0,178300.0,133700.0,2100000.0,200000.0,88.2,126014024.0,3.42,102626859.0,2016-01-13
696,ERB,14900000,4033400167.0,Entertainment,ERB,86,United States,US,Entertainment,1886.0,152.0,11043000.0,2800.0,44200.0,33100.0,530100.0,237013.86710133642,88.2,328239523.0,14.7,270663028.0,2006-02-08
800,ETV Jabardasth,14000000,13542939513.0,People & Blogs,ETV Jabardasth,9652,India,IN,Comedy,268.0,111.0,133584000.0,33400.0,534300.0,400800.0,6400000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2015-07-14
40,Ed Sheeran,53500000,30367676736.0,Music,Ed Sheeran,383,United Kingdom,GB,Music,39.0,1.0,202720000.0,50700.0,810900.0,608200.0,9700000.0,100000.0,88.2,66834405.0,3.85,55908316.0,2006-08-08
671,EdisonPts,15100000,6668507856.0,Gaming,EdisonPts,3733,Russia,RU,Games,894.0,10.0,95603000.0,23900.0,382400.0,286800.0,4600000.0,100000.0,88.2,144373535.0,4.59,107683889.0,2013-06-24
539,EeOneGuy,16900000,3827906874.0,Entertainment,EeOneGuy,366,United States,US,Entertainment,2039.0,134.0,1635000.0,409.0,6500.0,4900.0,78500.0,275377.8643688379,88.2,328239523.0,14.7,270663028.0,2013-03-19
505,El Payaso Plim Plim,17700000,17247584185.0,Film & Animation,El Payaso Plim Plim,1316,Argentina,AR,Music,162.0,10.0,640030000.0,160000.0,2600000.0,1900000.0,30700000.0,600000.0,28.1,44938712.0,9.79,41339571.0,2013-10-18
32,El Reino Infantil,58400000,57271630846.0,Music,El Reino Infantil,1510,Argentina,AR,Music,13.0,1.0,611828000.0,153000.0,2400000.0,1800000.0,29400000.0,600000.0,28.1,44938712.0,9.79,41339571.0,2011-06-02
528,El Reino a Jugar,17200000,11445492404.0,Education,El Reino a Jugar,1007,Argentina,AR,Education,353.0,11.0,83709000.0,20900.0,334800.0,251100.0,4000000.0,100000.0,28.1,44938712.0,9.79,41339571.0,2015-03-03
743,Eli Kids - Cartoons & Songs,14500000,4821183481.0,Music,Eli Kids - Cartoons & Songs,605,United States,US,Music,1423.0,156.0,149241000.0,37300.0,597000.0,447700.0,7200000.0,400000.0,88.2,328239523.0,14.7,270663028.0,2018-01-16
948,Ellie Goulding,12600000,6969178081.0,Music,Ellie Goulding,218,United Kingdom,GB,Music,841.0,32.0,36681000.0,9200.0,146700.0,110000.0,1800000.0,196703.54545188203,88.2,66834405.0,3.85,55908316.0,2007-01-29
36,EminemMusic,56900000,27073872856.0,Music,EminemMusic,156,United States,US,Music,59.0,10.0,260193000.0,65000.0,1000000.0,780600.0,12500000.0,300000.0,88.2,328239523.0,14.7,270663028.0,2007-02-09
247,EminemVEVO,24700000,20531704527.0,Music,EminemVEVO,104,United States,US,Music,115.0,73.0,139443000.0,34900.0,557800.0,418300.0,6700000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2009-05-12
381,Emiway Bantai,20400000,3579555124.0,Music,Emiway Bantai,239,India,IN,Music,2236.0,70.0,41289000.0,10300.0,165200.0,123900.0,2000000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2013-05-03
177,Enaldinho,29200000,11627437847.0,Comedy,Enaldinho,3654,Brazil,BR,Games,338.0,10.0,303100000.0,75800.0,1200000.0,909300.0,14500000.0,1000000.0,88.2,212559417.0,12.08,183241641.0,2012-11-07
272,Enrique Iglesias,23800000,17688774915.0,Music,Enrique Iglesias,443,United States,US,Music,154.0,80.0,122914000.0,30700.0,491700.0,368700.0,5900000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2007-04-12
920,EnriqueIglesiasVEVO,12900000,15446707595.0,Music,EnriqueIglesiasVEVO,137,United States,US,Music,210.0,171.0,75773000.0,18900.0,303100.0,227300.0,3600000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2009-05-12
132,Eros Now Music,32700000,17853798780.0,Entertainment,Mzaalo,1521,India,IN,Entertainment,8055.0,730.0,20263000.0,5100.0,81100.0,60800.0,972600.0,40000.0,94.3,1366417754.0,5.36,471031528.0,2012-03-14
336,Eva Bravo Play,21600000,9346383505.0,Entertainment,Eva Bravo Play,228,United States,US,Entertainment,507.0,96.0,63919000.0,16000.0,255700.0,191800.0,3100000.0,371582.94855259056,88.2,328239523.0,14.7,270663028.0,2019-05-07
902,Everson Zoio,13000000,1024467771.0,Comedy,Everson Zoio,625,Brazil,BR,Entertainment,11340.0,51.0,3052000.0,763.0,12200.0,9200.0,146500.0,196370.81085986673,88.2,212559417.0,12.08,183241641.0,2009-03-26
931,FACT FIRE KING,12700000,1159290255.0,Music,FACT FIRE KING,782,India,IN,Games,9683.0,120.0,51291000.0,12800.0,205200.0,153900.0,2500000.0,500000.0,94.3,1366417754.0,5.36,471031528.0,2020-07-29
828,FAPTV,13700000,5457203710.0,Comedy,FAPTV,863,Vietnam,VN,Comedy,1205.0,3.0,35124000.0,8800.0,140500.0,105400.0,1700000.0,216078.4133357502,28.1,96462106.0,2.01,35332140.0,2014-02-26
647,FC Barcelona,15300000,2656528205.0,Sports,FC Barcelona,10988,Spain,ES,Sports,3356.0,11.0,84867000.0,21200.0,339500.0,254600.0,4100000.0,200000.0,28.1,47076781.0,13.96,37927409.0,2006-02-06
640,FFUNTV,15400000,11513738907.0,Gaming,FFUNTV,379,United Arab Emirates,AE,Entertainment,349.0,6.0,80172000.0,20000.0,320700.0,240500.0,3800000.0,200000.0,36.8,9770529.0,2.35,8479744.0,2018-07-18
317,FGTeeV,22300000,24059336857.0,Gaming,FGTeeV,1724,United States,US,Games,77.0,91.0,132110000.0,33000.0,528400.0,396300.0,6300000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2013-05-24
424,FIFA,19400000,5529131886.0,Sports,FIFA,10728,Switzerland,CH,Sports,1186.0,1.0,58863000.0,14700.0,235500.0,176600.0,2800000.0,100000.0,90.0,8574832.0,4.58,6332428.0,2006-09-06
512,FactTechz,17500000,2238134438.0,Entertainment,FactTechz,709,India,IN,Entertainment,4243.0,86.0,21056000.0,5300.0,84200.0,63200.0,1000000.0,284967.2411212453,94.3,1366417754.0,5.36,471031528.0,2016-07-24
563,FailArmy,16500000,3037260680.0,Comedy,FailArmy,438,United States,US,Entertainment,2766.0,137.0,112986000.0,28200.0,451900.0,339000.0,5400000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2011-07-05
963,Family Fitness,12500000,10384848759.0,Entertainment,Family Fitness,1699,India,IN,Entertainment,413.0,123.0,235715000.0,58900.0,942900.0,707100.0,11300000.0,400000.0,94.3,1366417754.0,5.36,471031528.0,2017-01-18
447,Farruko,18800000,9573641299.0,Music,Farruko,217,United States,US,Music,485.0,117.0,97758000.0,24400.0,391000.0,293300.0,4700000.0,100000.0,88.2,328239523.0,14.7,270663028.0,2009-10-30
358,Fatos Desconhecidos,20900000,3828000587.0,Entertainment,Fatos Desconhecidos,6262,Brazil,BR,Entertainment,2033.0,17.0,52330000.0,13100.0,209300.0,157000.0,2500000.0,100000.0,88.2,212559417.0,12.08,183241641.0,2013-09-26
55,Felipe Neto,45200000,16602198273.0,Entertainment,Felipe Neto,4331,Brazil,BR,Entertainment,174.0,2.0,130359000.0,32600.0,521400.0,391100.0,6300000.0,200000.0,88.2,212559417.0,12.08,183241641.0,2006-05-16
53,Fernanfloo,46100000,10323391593.0,Gaming,Fernanfloo,543,El Salvador,SV,Games,419.0,1.0,33842000.0,8500.0,135400.0,101500.0,1600000.0,200000.0,88.2,6453553.0,4.11,4694702.0,2011-05-02
733,Fifth Harmony,14600000,7952268926.0,Music,Fifth Harmony,67,United States,US,Music,659.0,155.0,37632000.0,9400.0,150500.0,112900.0,1800000.0,236824.24298015502,88.2,328239523.0,14.7,270663028.0,2013-02-21
713,Filaretiki,14800000,15788208522.0,Music,Filaretiki,2222,United States,US,People,195.0,152.0,1203000000.0,300800.0,4800000.0,3600000.0,57800000.0,1700000.0,88.2,328239523.0,14.7,270663028.0,2021-03-24
956,First We Feast,12500000,2983799729.0,Howto & Style,First We Feast,1076,United States,US,Entertainment,2892.0,175.0,111252000.0,27800.0,445000.0,333800.0,5300000.0,200000.0,88.2,328239523.0,14.7,270663028.0,2014-02-28
598,FitDance,16100000,7126210721.0,Music,Fitdance Academy,41,France,FR,Entertainment,4006012.0,3726.0,780.0,0.2,3.0,2.0,37.0,4.0,28.1,67059887.0,8.43,54123364.0,2006-11-20
965,Flowers Comedy,12500000,11691081301.0,Entertainment,Flowers Comedy,11907,India,IN,Entertainment,337.0,122.0,180021000.0,45000.0,720100.0,540100.0,8600000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2015-08-19
933,Franco Escamilla,12700000,4266957149.0,Comedy,Franco Escamilla,2483,Mexico,MX,Comedy,1740.0,32.0,77482000.0,19400.0,309900.0,232400.0,3700000.0,100000.0,88.2,126014024.0,3.42,102626859.0,2007-10-19
992,Free Fire India Official,12300000,1674409945.0,People & Blogs,Free Fire India Official,1500,India,IN,Games,6141.0,125.0,64735000.0,16200.0,258900.0,194200.0,3100000.0,300000.0,94.3,1366417754.0,5.36,471031528.0,2018-09-14
704,Fueled By Ramen,14800000,13356517783.0,Music,Fueled By Ramen,1210,United States,US,Entertainment,276.0,153.0,61205000.0,15300.0,244800.0,183600.0,2900000.0,244864.17547375115,88.2,328239523.0,14.7,270663028.0,2006-06-09
514,Fun For Kids TV - Hindi Rhymes,17500000,7612385622.0,Entertainment,Fun For Kids TV - Hindi Rhymes,149,India,IN,Entertainment,723.0,86.0,109847000.0,27500.0,439400.0,329500.0,5300000.0,300000.0,94.3,1366417754.0,5.36,471031528.0,2017-09-27
565,FunFun Toy Doll TV,16500000,7406207930.0,Entertainment,FunFun Toy Doll TV,735,United States,US,Entertainment,757.0,137.0,24378000.0,6100.0,97500.0,73100.0,1200000.0,272924.9742616299,88.2,328239523.0,14.7,270663028.0,2016-05-31
937,Future,12700000,9927699419.0,Music,Future AMV's,119,United States,US,Film,270216.0,1944.0,472367.0,118.0,1900.0,1400.0,22700.0,1000.0,88.2,328239523.0,14.7,270663028.0,2020-11-07
473,GEN HALILINTAR,18100000,3306242674.0,Entertainment,GEN HALILINTAR,1037,Indonesia,ID,Entertainment,2498.0,15.0,27312000.0,6800.0,109200.0,81900.0,1300000.0,297919.44408712944,28.1,270203917.0,4.69,151509724.0,2015-03-04
143,GENIAL,31800000,6762424690.0,Howto & Style,GENIAL,6734,Mexico,MX,Howto,884.0,4.0,31455000.0,7900.0,125800.0,94400.0,1500000.0,508363.2656610119,88.2,126014024.0,3.42,102626859.0,2017-06-01
906,GH'S,13000000,8739174649.0,Gaming,GH'S,510,South Korea,KR,Games,553.0,15.0,1081000000.0,270300.0,4300000.0,3200000.0,51900000.0,1000000.0,51.3,51709098.0,4.15,42106719.0,2020-07-07
142,GMA  Network,31900000,19428308461.0,Entertainment,GMA  Network,93311,Philippines,PH,Entertainment,129.0,2.0,798510000.0,199600.0,3200000.0,2400000.0,38300000.0,500000.0,88.2,108116615.0,2.15,50975903.0,2006-11-20
858,GMA Integrated News,13400000,9569814790.0,News & Politics,GMA Integrated News,296272,Philippines,PH,News,486.0,10.0,115459000.0,28900.0,461800.0,346400.0,5500000.0,100000.0,88.2,108116615.0,2.15,50975903.0,2007-10-29
350,GMA Public  Affairs,21200000,11364908616.0,Entertainment,GMA Public  Affairs,31989,Philippines,PH,News,359.0,4.0,142317000.0,35600.0,569300.0,427000.0,6800000.0,200000.0,88.2,108116615.0,2.15,50975903.0,2009-08-08
291,GMM GRAMMY OFFICIAL,23100000,25579831081.0,Music,GMM GRAMMY OFFICIAL,15462,Thailand,TH,Music,68.0,4.0,130233000.0,32600.0,520900.0,390700.0,6300000.0,403514.97817203857,28.1,69625582.0,0.75,35294600.0,2010-11-08
747,GMM25Thailand,14500000,9383692066.0,Entertainment,GMM25Thailand,68606,Thailand,TH,Entertainment,502.0,13.0,45622000.0,11400.0,182500.0,136900.0,2200000.0,100000.0,28.1,69625582.0,0.75,35294600.0,2011-06-08
84,GR6 EXPLODE,38900000,25154232306.0,Music,GR6 EXPLODE,3043,Brazil,BR,Music,73.0,6.0,1635000000.0,408700.0,6500000.0,4900000.0,78500000.0,100000.0,88.2,212559417.0,12.08,183241641.0,2014-08-05
454,GRAMMY GOLD OFFICIAL,18600000,20196704276.0,Music,GRAMMY GOLD OFFICIAL,6287,Thailand,TH,Music,121.0,5.0,168597000.0,42100.0,674400.0,505800.0,8100000.0,100000.0,28.1,69625582.0,0.75,35294600.0,2014-01-15
121,Galinha Pintadinha,33800000,27274550757.0,Film & Animation,Galinha Pintadinha,66,Brazil,BR,Film,54.0,8.0,403508000.0,100900.0,1600000.0,1200000.0,19400000.0,200000.0,88.2,212559417.0,12.08,183241641.0,2006-08-30
798,Gallina Pintadita,14000000,9660950823.0,Music,Gallina Pintadita,62,Mexico,MX,Film,477.0,29.0,70626000.0,17700.0,282500.0,211900.0,3400000.0,226607.47327747213,88.2,126014024.0,3.42,102626859.0,2011-08-02
116,Geet MP3,34300000,12746535822.0,Music,Geet MP3,679,India,IN,Music,299.0,31.0,101357000.0,25300.0,405400.0,304100.0,4900000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2016-10-22
644,Genierock,15400000,14564170905.0,Music,Genierock,1725,Thailand,TH,Music,239.0,11.0,82798000.0,20700.0,331200.0,248400.0,4000000.0,100000.0,28.1,69625582.0,0.75,35294600.0,2008-03-09
819,Geo News,13800000,5727888539.0,News & Politics,Geo News,190093,Pakistan,PK,News,1127.0,6.0,100053000.0,25000.0,400200.0,300200.0,4800000.0,100000.0,28.1,216565318.0,4.45,79927762.0,2007-01-10
47,Get Movies,47500000,30788679536.0,Entertainment,Get Movies,3322,Russia,RU,Film,35.0,1.0,306540000.0,76600.0,1200000.0,919600.0,14700000.0,700000.0,88.2,144373535.0,4.59,107683889.0,2006-12-16
975,Gibby :),12400000,2862685032.0,People & Blogs,Gibby :),226,Mexico,MX,People,3087.0,34.0,10278000.0,2600.0,41100.0,30800.0,493300.0,186957.10413353652,88.2,126014024.0,3.42,102626859.0,2014-08-30
943,Go Ami Go!,12700000,1714955279.0,People & Blogs,Go Ami Go!,252,Colombia,CO,People,5821.0,11.0,327600000.0,81900.0,1300000.0,982800.0,15700000.0,1500000.0,51.3,50339443.0,9.71,40827302.0,2015-12-03
211,Goldmines Bollywood,26400000,8595760553.0,Film & Animation,Goldmines Bollywood,3622,India,IN,Film,588.0,50.0,99677000.0,24900.0,398700.0,299000.0,4800000.0,400000.0,94.3,1366417754.0,5.36,471031528.0,2015-07-22
312,Goldmines Cineplex,22500000,2431154438.0,Film & Animation,Goldmines Cineplex,3377,India,IN,Film,3793.0,64.0,48740000.0,12200.0,195000.0,146200.0,2300000.0,200000.0,94.3,1366417754.0,5.36,471031528.0,2015-09-12
87,Goldmines Gaane Sune Ansune,38300000,16718192386.0,Music,Goldmines Gaane Sune Ansune,3532,India,IN,Music,170.0,22.0,814756000.0,203700.0,3300000.0,2400000.0,39100000.0,400000.0,94.3,1366417754.0,5.36,471031528.0,2015-08-24
823,Goldmines Premiere,13700000,1973638757.0,Entertainment,Goldmines Premiere,975,India,IN,Film,5047.0,113.0,37648000.0,9400.0,150600.0,112900.0,1800000.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2013-10-12
403,Gordon Ramsay,20000000,3875172235.0,Entertainment,Gordon Ramsay,1527,United Kingdom,GB,Entertainment,2001.0,16.0,39228000.0,9800.0,156900.0,117700.0,1900000.0,200000.0,88.2,66834405.0,3.85,55908316.0,2006-04-29
382,Got Talent Global,20300000,2441288701.0,Entertainment,Got Talent Global,1245,United Kingdom,GB,Entertainment,3750.0,15.0,86457000.0,21600.0,345800.0,259400.0,4100000.0,100000.0,88.2,66834405.0,3.85,55908316.0,2013-01-31
405,Green Gold TV - Official Channel,20000000,9715291883.0,Film & Animation,Green Gold TV - Official Channel,1476,India,IN,Entertainment,473.0,72.0,70278000.0,0.0,0.0,0.0,0.0,100000.0,94.3,1366417754.0,5.36,471031528.0,2011-07-01
538,Guava Juice,16900000,9111000228.0,Gaming,Guava Juice,1910,United States,US,Entertainment,527.0,134.0,10889000.0,2700.0,43600.0,32700.0,522600.0,282304.28253987967,88.2,328239523.0,14.7,270663028.0,2006-07-18
406,Gusttavo Lima Oficial,19900000,13917423958.0,Music,Gusttavo Lima Oficial,416,Brazil,BR,Music,258.0,21.0,214803000.0,53700.0,859200.0,644400.0,10300000.0,100000.0,88.2,212559417.0,12.08,183241641.0,2010-11-09
857,H2ODelirious,13400000,4356686216.0,Gaming,H2ODelirious,3727,United States,US,Games,1683.0,166.0,16785000.0,4200.0,67100.0,50400.0,805700.0,208585.9352733618,88.2,328239523.0,14.7,270663028.0,2007-05-24
57,HAR PAL GEO,44600000,41139050371.0,Entertainment,HAR PAL GEO,100755,Pakistan,PK,Entertainment,20.0,1.0,1337000000.0,334300.0,5300000.0,4000000.0,64200000.0,1300000.0,28.1,216565318.0,4.45,79927762.0,2008-01-02
186,HUM TV,28300000,23844936965.0,Entertainment,HUM TV,106983,Pakistan,PK,Entertainment,80.0,3.0,684860000.0,171200.0,2700000.0,2100000.0,32900000.0,700000.0,28.1,216565318.0,4.45,79927762.0,2011-05-25
21,HYBE LABELS,71300000,28634566938.0,Music,HYBE LABELS,1337,South Korea,KR,Music,46.0,3.0,598173000.0,149500.0,2400000.0,1800000.0,28700000.0,900000.0,51.3,51709098.0,4.15,42106719.0,2008-06-04
815,Hacksmith Industries,13800000,1820559912.0,Science & Technology,Hacksmith Industries,887,Canada,CA,Tech,5524.0,10.0,83943000.0,21000.0,335800.0,251800.0,4000000.0,100000.0,88.2,36991981.0,5.56,30628482.0,2006-04-20
407,HaerteTest,19800000,3234880084.0,Science & Technology,HaerteTest,1411,Germany,DE,Tech,2583.0,3.0,5650000.0,1400.0,22600.0,17000.0,271200.0,328786.31192720786,28.1,83132799.0,3.04,64324835.0,2011-09-06
